"name","value","info"
"COMPL_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for completers"
"NONCOM_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for non-completers"
"LO_INC_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate by family income ($0-30,000)"
"MD_INC_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate by family income ($30,000-75,000)"
"HI_INC_RPY_1YR_RT","0.929411765","One-year repayment rate by family income ($75,000+)"
"DEP_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for dependent students"
"IND_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for independent students"
"PELL_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for students who received a Pell grant while at the school"
"NOPELL_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for students who never received a Pell grant while at school"
"FEMALE_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for females"
"MALE_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for males"
"FIRSTGEN_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for first-generation students"
"NOTFIRSTGEN_RPY_1YR_RT","PrivacySuppressed","One-year repayment rate for students who are not first-generation"
"RPY_3YR_RT","0.923875433","Fraction of repayment cohort who are not in default, and with loan balances that have declined three years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)"
"COMPL_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate for completers"
"NONCOM_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate for non-completers"
"LO_INC_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate by family income ($0-30,000)"
"MD_INC_RPY_3YR_RT","0.860465116","Three-year repayment rate by family income ($30,000-75,000)"
"HI_INC_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate by family income ($75,000+)"
"DEP_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate for dependent students"
"IND_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate for independent students"
"PELL_RPY_3YR_RT","0.872340426","Three-year repayment rate for students who received a Pell grant while at the school"
"NOPELL_RPY_3YR_RT","0.948717949","Three-year repayment rate for students who never received a Pell grant while at school"
"FEMALE_RPY_3YR_RT","0.922535211","Three-year repayment rate for females"
"MALE_RPY_3YR_RT","0.925170068","Three-year repayment rate for males"
"FIRSTGEN_RPY_3YR_RT","PrivacySuppressed","Three-year repayment rate for first-generation students"
"RPY_5YR_RT","0.918918919","Fraction of repayment cohort who are not in default, and with loan balances that have declined five years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)"
"COMPL_RPY_5YR_RT","0.943573668","Five-year repayment rate for completers"
"NONCOM_RPY_5YR_RT","0.764705882","Five-year repayment rate for non-completers"
"LO_INC_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate by family income ($0-30,000)"
"MD_INC_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate by family income ($30,000-75,000)"
"HI_INC_RPY_5YR_RT","0.923076923","Five-year repayment rate by family income ($75,000+)"
"DEP_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate for dependent students"
"IND_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate for independent students"
"PELL_RPY_5YR_RT","0.889830509","Five-year repayment rate for students who received a Pell grant while at the school"
"NOPELL_RPY_5YR_RT","0.932539683","Five-year repayment rate for students who never received a Pell grant while at school"
"FEMALE_RPY_5YR_RT","0.939698493","Five-year repayment rate for females"
"MALE_RPY_5YR_RT","0.894736842","Five-year repayment rate for males"
"FIRSTGEN_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate for first-generation students"
"NOTFIRSTGEN_RPY_5YR_RT","PrivacySuppressed","Five-year repayment rate for students who are not first-generation"
"RPY_7YR_RT","0.936507937","Fraction of repayment cohort who are not in default, and with loan balances that have declined seven years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)"
"COMPL_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for completers"
"NONCOM_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for non-completers"
"LO_INC_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate by family income ($0-30,000)"
"MD_INC_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate by family income ($30,000-75,000)"
"HI_INC_RPY_7YR_RT","0.933774834","Seven-year repayment rate by family income ($75,000+)"
"DEP_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for dependent students"
"IND_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for independent students"
"PELL_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for students who received a Pell grant while at the school"
"NOPELL_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for students who never received a Pell grant while at school"
"FEMALE_RPY_7YR_RT","0.940476191","Seven-year repayment rate for females"
"MALE_RPY_7YR_RT","0.931972789","Seven-year repayment rate for males"
"FIRSTGEN_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for first-generation students"
"NOTFIRSTGEN_RPY_7YR_RT","PrivacySuppressed","Seven-year repayment rate for students who are not first-generation"
"INC_PCT_LO","0.200542005","Percentage of aided students whose family income is between $0-$30,000"
"DEP_STAT_PCT_IND","PrivacySuppressed","Percentage of students who are financially independent"
"IND_INC_PCT_LO","PrivacySuppressed","Percentage of students who are financially independent and have family incomes between $0-30,000"
"DEP_INC_PCT_LO","PrivacySuppressed","Percentage of students who are financially dependent and have family incomes between $0-30,000"
"PAR_ED_PCT_1STGEN","0.162393162","Percentage first-generation students"
"INC_PCT_M1","0.124661247","Aided students with family incomes between $30,001-$48,000 in nominal dollars"
"INC_PCT_M2","0.149051491","Aided students with family incomes between $48,001-$75,000 in nominal dollars"
"INC_PCT_H1","0.176151762","Aided students with family incomes between $75,001-$110,000 in nominal dollars"
"INC_PCT_H2","0.349593496","Aided students with family incomes between $110,001+ in nominal dollars"
"DEP_INC_PCT_M1","PrivacySuppressed","Dependent students with family incomes between $30,001-$48,000 in nominal dollars"
"DEP_INC_PCT_M2","PrivacySuppressed","Dependent students with family incomes between $48,001-$75,000 in nominal dollars"
"DEP_INC_PCT_H1","PrivacySuppressed","Dependent students with family incomes between $75,001-$110,000 in nominal dollars"
"DEP_INC_PCT_H2","PrivacySuppressed","Dependent students with family incomes between $110,001+ in nominal dollars"
"IND_INC_PCT_M1","PrivacySuppressed","Independent students with family incomes between $30,001-$48,000 in nominal dollars"
"IND_INC_PCT_M2","PrivacySuppressed","Independent students with family incomes between $48,001-$75,000 in nominal dollars"
"IND_INC_PCT_H1","PrivacySuppressed","Independent students with family incomes between $75,001-$110,000 in nominal dollars"
"IND_INC_PCT_H2","PrivacySuppressed","Independent students with family incomes between $110,001+ in nominal dollars"
"PAR_ED_PCT_MS","0.028490029","Percent of students whose parents' highest educational level is middle school"
"PAR_ED_PCT_HS","0.133903134","Percent of students whose parents' highest educational level is high school"
"PAR_ED_PCT_PS","0.837606838","Percent of students whose parents' highest educational level was is some form of postsecondary education"
"APPL_SCH_PCT_GE2","PrivacySuppressed","Number of applications is greater than or equal to 2"
"APPL_SCH_PCT_GE3","PrivacySuppressed","Number of applications is greater than or equal to 3"
"APPL_SCH_PCT_GE4","PrivacySuppressed","Number of applications is greater than or equal to 4"
"APPL_SCH_PCT_GE5","0.604336043","Number of applications is greater than or equal to 5"
"DEP_INC_AVG","PrivacySuppressed","Average family income of dependent students in real 2015 dollars."
"IND_INC_AVG","PrivacySuppressed","Average family income of independent students in real 2015 dollars."
"OVERALL_YR2_N","217","Number of students in overall 2-year completion cohort"
"LO_INC_YR2_N","38","Number of low-income (less than $30,000 in nominal family income) students in overall 2-year completion cohort"
"MD_INC_YR2_N","56","Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 2-year completion cohort"
"HI_INC_YR2_N","123","Number of high-income (above $75,000 in nominal family income) students in overall 2-year completion cohort"
"DEP_YR2_N","PrivacySuppressed","Number of dependent students in overall 2-year completion cohort"
"IND_YR2_N","PrivacySuppressed","Number of independent students in overall 2-year completion cohort"
"FEMALE_YR2_N","112","Number of female students in overall 2-year completion cohort"
"MALE_YR2_N","105","Number of male students in overall 2-year completion cohort"
"PELL_YR2_N","90","Number of Pell students in overall 2-year completion cohort"
"NOPELL_YR2_N","127","Number of no-Pell students in overall 2-year completion cohort"
"LOAN_YR2_N","205","Number of loan students in overall 2-year completion cohort"
"NOLOAN_YR2_N","12","Number of no-loan students in overall 2-year completion cohort"
"FIRSTGEN_YR2_N","35","Number of first-generation students in overall 2-year completion cohort"
"NOT1STGEN_YR2_N","182","Number of not-first-generation students in overall 2-year completion cohort"
"OVERALL_YR3_N","230","Number of students in overall 3-year completion cohort"
"LO_INC_YR3_N","31","Number of low-income (less than $30,000 in nominal family income) students in overall 3-year completion cohort"
"MD_INC_YR3_N","67","Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 3-year completion cohort"
"HI_INC_YR3_N","132","Number of high-income (above $75,000 in nominal family income) students in overall 3-year completion cohort"
"DEP_YR3_N","PrivacySuppressed","Number of dependent students in overall 3-year completion cohort"
"IND_YR3_N","PrivacySuppressed","Number of independent students in overall 3-year completion cohort"
"FEMALE_YR3_N","120","Number of female students in overall 3-year completion cohort"
"MALE_YR3_N","110","Number of male students in overall 3-year completion cohort"
"PELL_YR3_N","88","Number of Pell students in overall 3-year completion cohort"
"NOPELL_YR3_N","142","Number of no-Pell students in overall 3-year completion cohort"
"LOAN_YR3_N","215","Number of loan students in overall 3-year completion cohort"
"NOLOAN_YR3_N","15","Number of no-loan students in overall 3-year completion cohort"
"FIRSTGEN_YR3_N","34","Number of first-generation students in overall 3-year completion cohort"
"NOT1STGEN_YR3_N","196","Number of not-first-generation students in overall 3-year completion cohort"
"OVERALL_YR4_N","206","Number of students in overall 4-year completion cohort"
"LO_INC_YR4_N","36","Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort"
"MD_INC_YR4_N","56","Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort"
"HI_INC_YR4_N","114","Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort"
"DEP_YR4_N","PrivacySuppressed","Number of dependent students in overall 4-year completion cohort"
"IND_YR4_N","PrivacySuppressed","Number of independent students in overall 4-year completion cohort"
"FEMALE_YR4_N","105","Number of female students in overall 4-year completion cohort"
"MALE_YR4_N","101","Number of male students in overall 4-year completion cohort"
"PELL_YR4_N","79","Number of Pell students in overall 4-year completion cohort"
"NOPELL_YR4_N","127","Number of no-Pell students in overall 4-year completion cohort"
"LOAN_YR4_N","189","Number of loan students in overall 4-year completion cohort"
"NOLOAN_YR4_N","17","Number of no-loan students in overall 4-year completion cohort"
"FIRSTGEN_YR4_N","37","Number of first-generation students in overall 4-year completion cohort"
"NOT1STGEN_YR4_N","169","Number of not-first-generation students in overall 4-year completion cohort"
"OVERALL_YR6_N","223","Number of students in overall 6-year completion cohort"
"LO_INC_YR6_N","37","Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort"
"MD_INC_YR6_N","65","Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort"
"HI_INC_YR6_N","121","Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort"
"DEP_YR6_N","PrivacySuppressed","Number of dependent students in overall 6-year completion cohort"
"IND_YR6_N","PrivacySuppressed","Number of independent students in overall 6-year completion cohort"
"FEMALE_YR6_N","112","Number of female students in overall 6-year completion cohort"
"MALE_YR6_N","111","Number of male students in overall 6-year completion cohort"
"PELL_YR6_N","88","Number of Pell students in overall 6-year completion cohort"
"NOPELL_YR6_N","135","Number of no-Pell students in overall 6-year completion cohort"
"LOAN_YR6_N","197","Number of loan students in overall 6-year completion cohort"
"NOLOAN_YR6_N","26","Number of no-loan students in overall 6-year completion cohort"
"FIRSTGEN_YR6_N","25","Number of first-generation students in overall 6-year completion cohort"
"NOT1STGEN_YR6_N","198","Number of not-first-generation students in overall 6-year completion cohort"
"OVERALL_YR8_N","200","Number of students in overall 8-year completion cohort"
"LO_INC_YR8_N","33","Number of low-income (less than $30,000 in nominal family income) students in overall 8-year completion cohort"
"MD_INC_YR8_N","59","Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 8-year completion cohort"
"HI_INC_YR8_N","108","Number of high-income (above $75,000 in nominal family income) students in overall 8-year completion cohort"
"DEP_YR8_N","PrivacySuppressed","Number of dependent students in overall 8-year completion cohort"
"IND_YR8_N","PrivacySuppressed","Number of independent students in overall 8-year completion cohort"
"FEMALE_YR8_N","117","Number of female students in overall 8-year completion cohort"
"MALE_YR8_N","83","Number of male students in overall 8-year completion cohort"
"PELL_YR8_N","66","Number of Pell students in overall 8-year completion cohort"
"NOPELL_YR8_N","134","Number of no-Pell students in overall 8-year completion cohort"
"LOAN_YR8_N","PrivacySuppressed","Number of loan students in overall 8-year completion cohort"
"NOLOAN_YR8_N","PrivacySuppressed","Number of no-loan students in overall 8-year completion cohort"
"FIRSTGEN_YR8_N","31","Number of first-generation students in overall 8-year completion cohort"
"NOT1STGEN_YR8_N","169","Number of not-first-generation students in overall 8-year completion cohort"
"DEBT_MDN","18730","The median original amount of the loan principal upon entering repayment"
"GRAD_DEBT_MDN","19500","The median debt for students who have completed"
"WDRAW_DEBT_MDN","9982","The median debt for students who have not completed"
"LO_INC_DEBT_MDN","14904.5","The median debt for students with family income between $0-$30,000"
"MD_INC_DEBT_MDN","19766.5","The median debt for students with family income between $30,001-$75,000"
"HI_INC_DEBT_MDN","18687","The median debt for students with family income $75,001+"
"DEP_DEBT_MDN","PrivacySuppressed","The median debt for dependent students"
"IND_DEBT_MDN","PrivacySuppressed","The median debt for independent students"
"PELL_DEBT_MDN","19992","The median debt for Pell students"
"NOPELL_DEBT_MDN","18000","The median debt for no-Pell students"
"FEMALE_DEBT_MDN","19000","The median debt for female students"
"MALE_DEBT_MDN","18700.5","The median debt for male students"
"FIRSTGEN_DEBT_MDN","18409","The median debt for first-generation students"
"NOTFIRSTGEN_DEBT_MDN","18798","The median debt for not-first-generation students"
"DEBT_N","411","The number of students in the median debt cohort"
"GRAD_DEBT_N","359","The number of students in the median debt completers cohort"
"WDRAW_DEBT_N","53","The number of students in the median debt withdrawn cohort"
"LO_INC_DEBT_N","60","The number of students in the median debt low-income (less than or equal to $30,000 in nominal family income) students cohort"
"MD_INC_DEBT_N","106","The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
"HI_INC_DEBT_N","245","The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort"
"DEP_DEBT_N","401","The number of students in the median debt dependent students cohort"
"IND_DEBT_N","10","The number of students in the median debt independent students cohort"
"PELL_DEBT_N","148","The number of students in the median debt Pell students cohort"
"NOPELL_DEBT_N","263","The number of students in the median debt no-Pell students cohort"
"FEMALE_DEBT_N","203","The number of students in the median debt female students cohort"
"MALE_DEBT_N","208","The number of students in the median debt male students cohort"
"FIRSTGEN_DEBT_N","47","The number of students in the median debt first-generation students cohort"
"NOTFIRSTGEN_DEBT_N","364","The number of students in the median debt not-first-generation students cohort"
"GRAD_DEBT_MDN10YR","201.6252347","Median loan debt of completers in monthly payments (10-year amortization plan)"
"CUML_DEBT_N","411","Number of students in the cumulative loan debt cohort"
"CUML_DEBT_P90","27000","Cumulative loan debt at the 90th percentile"
"CUML_DEBT_P75","23350","Cumulative loan debt at the 75th percentile"
"CUML_DEBT_P25","11000","Cumulative loan debt at the 25th percentile"
"CUML_DEBT_P10","6000","Cumulative loan debt at the 10th percentile"
"INC_N","369","Number of students in the family income cohort"
"DEP_INC_N","PrivacySuppressed","Number of students in the family income dependent students cohort"
"IND_INC_N","PrivacySuppressed","Number of students in the family income independent students cohort"
"DEP_STAT_N","369","Number of students in the disaggregation with valid dependency status"
"PAR_ED_N","351","Number of students in the parents' education level cohort"
"APPL_SCH_N","369","Number of students in the FAFSA applications cohort"
"REPAY_DT_MDN","12/31/99","Median Date Student Enters Repayment"
"SEPAR_DT_MDN","12/31/99","Median Date Student Separated"
"REPAY_DT_N","374","Number of students in the cohort for date students enter repayment"
"SEPAR_DT_N","405","Number of students in the cohort for date students separated from the school"
"RPY_1YR_N","282","Number of students in the 1-year repayment rate cohort"
"COMPL_RPY_1YR_N","255","Number of students in the 1-year repayment rate of completers cohort"
"NONCOM_RPY_1YR_N","27","Number of students in the 1-year repayment rate of non-completers cohort"
"LO_INC_RPY_1YR_N","33","Number of students in the 1-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort"
"MD_INC_RPY_1YR_N","79","Number of students in the 1-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
"HI_INC_RPY_1YR_N","170","Number of students in the 1-year repayment rate of high-income (above $75,000 in nominal family income) students cohort"
"DEP_RPY_1YR_N","PrivacySuppressed","Number of students in the 1-year repayment rate of dependent students cohort"
"IND_RPY_1YR_N","PrivacySuppressed","Number of students in the 1-year repayment rate of independent students cohort"
"PELL_RPY_1YR_N","86","Number of students in the 1-year repayment rate of Pell students cohort"
"NOPELL_RPY_1YR_N","196","Number of students in the 1-year repayment rate of no-Pell students cohort"
"FEMALE_RPY_1YR_N","134","Number of students in the 1-year repayment rate of female students cohort"
"MALE_RPY_1YR_N","148","Number of students in the 1-year repayment rate of male students cohort"
"FIRSTGEN_RPY_1YR_N","28","Number of students in the 1-year repayment rate of first-generation students cohort"
"NOTFIRSTGEN_RPY_1YR_N","254","Number of students in the 1-year repayment rate of not-first-generation students cohort"
"RPY_3YR_N","289","Number of students in the 3-year repayment rate cohort"
"COMPL_RPY_3YR_N","258","Number of students in the 3-year repayment rate of completers cohort"
"NONCOM_RPY_3YR_N","31","Number of students in the 3-year repayment rate of non-completers cohort"
"LO_INC_RPY_3YR_N","32","Number of students in the 3-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort"
"MD_INC_RPY_3YR_N","86","Number of students in the 3-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
"HI_INC_RPY_3YR_N","171","Number of students in the 3-year repayment rate of high-income (above $75,000 in nominal family income) students cohort"
"DEP_RPY_3YR_N","PrivacySuppressed","Number of students in the 3-year repayment rate of dependent students cohort"
"IND_RPY_3YR_N","PrivacySuppressed","Number of students in the 3-year repayment rate of independent students cohort"
"PELL_RPY_3YR_N","94","Number of students in the 3-year repayment rate of Pell students cohort"
"NOPELL_RPY_3YR_N","195","Number of students in the 3-year repayment rate of no-Pell students cohort"
"FEMALE_RPY_3YR_N","142","Number of students in the 3-year repayment rate of female students cohort"
"MALE_RPY_3YR_N","147","Number of students in the 3-year repayment rate of male students cohort"
"FIRSTGEN_RPY_3YR_N","30","Number of students in the 3-year repayment rate of first-generation students cohort"
"NOTFIRSTGEN_RPY_3YR_N","259","Number of students in the 3-year repayment rate of not-first-generation students cohort"
"RPY_5YR_N","370","Number of students in the 5-year repayment rate cohort"
"COMPL_RPY_5YR_N","319","Number of students in the 5-year repayment rate of completers cohort"
"NONCOM_RPY_5YR_N","51","Number of students in the 5-year repayment rate of non-completers cohort"
"LO_INC_RPY_5YR_N","54","Number of students in the 5-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort"
"MD_INC_RPY_5YR_N","121","Number of students in the 5-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
"HI_INC_RPY_5YR_N","195","Number of students in the 5-year repayment rate of high-income (above $75,000 in nominal family income) students cohort"
"DEP_RPY_5YR_N","PrivacySuppressed","Number of students in the 5-year repayment rate of dependent students cohort"
"IND_RPY_5YR_N","PrivacySuppressed","Number of students in the 5-year repayment rate of independent students cohort"
"PELL_RPY_5YR_N","118","Number of students in the 5-year repayment rate of Pell students cohort"
"NOPELL_RPY_5YR_N","252","Number of students in the 5-year repayment rate of no-Pell students cohort"
"NOTFIRSTGEN_RPY_5YR_N","328","Number of students in the 5-year repayment rate of not-first-generation students cohort"
"RPY_7YR_N","315","Number of students in the 7-year repayment rate cohort"
"COMPL_RPY_7YR_N","277","Number of students in the 7-year repayment rate of completers cohort"
"NONCOM_RPY_7YR_N","38","Number of students in the 7-year repayment rate of non-completers cohort"
"LO_INC_RPY_7YR_N","55","Number of students in the 7-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort"
"MD_INC_RPY_7YR_N","109","Number of students in the 7-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
"HI_INC_RPY_7YR_N","151","Number of students in the 7-year repayment rate of high-income (above $75,000 in nominal family income) students cohort"
"DEP_RPY_7YR_N","PrivacySuppressed","Number of students in the 7-year repayment rate of dependent students cohort"
"IND_RPY_7YR_N","PrivacySuppressed","Number of students in the 7-year repayment rate of independent students cohort"
"PELL_RPY_7YR_N","84","Number of students in the 7-year repayment rate of Pell students cohort"
"NOPELL_RPY_7YR_N","231","Number of students in the 7-year repayment rate of no-Pell students cohort"
"FEMALE_RPY_7YR_N","168","Number of students in the 7-year repayment rate of female students cohort"
"MALE_RPY_7YR_N","147","Number of students in the 7-year repayment rate of male students cohort"
"FIRSTGEN_RPY_7YR_N","38","Number of students in the 7-year repayment rate of first-generation students cohort"
"NOTFIRSTGEN_RPY_7YR_N","277","Number of students in the 7-year repayment rate of not-first-generation students cohort"
"COUNT_ED",,"Count of students in the earnings cohort"
"LOAN_EVER","0.875338753","Share of students who received a federal loan while in school"
"PELL_EVER","0.411924119","Share of students who received a Pell Grant while in school"
"AGE_ENTRY","19.3197832","Average age of entry"
"AGE_ENTRY_SQ",,"Average of the age of entry squared"
"AGEGE24","0","Percent of students over 23 at entry"
"FEMALE","0.487804878","Share of female students"
"MARRIED","PrivacySuppressed","Share of married students"
"DEPENDENT","PrivacySuppressed","Share of dependent students"
"VETERAN","PrivacySuppressed","Share of veteran students"
"FIRST_GEN","0.162393162","Share of first-generation students"
"FAMINC","93496.93496","Average family income in real 2015 dollars"
"MD_FAMINC","78643","Median family income in real 2015 dollars"
"FAMINC_IND","PrivacySuppressed","Average family income for independent students in real 2015 dollars"
"LNFAMINC",,"Average of the log of family income"
"LNFAMINC_IND",,"Average of the log of family income for independent students"
"PCT_WHITE","80.66000366","Percent of the population from students' zip codes that is White, via Census data"
"PCT_BLACK","7.659999847","Percent of the population from students' zip codes that is Black, via Census data"
"PCT_ASIAN","5.010000229","Percent of the population from students' zip codes that is Asian, via Census data"
"PCT_HISPANIC","7.599999905","Percent of the population from students' zip codes that is Hispanic, via Census data"
"PCT_BA","22.32999992","Percent of the population from students' zip codes with a bachelor's degree over the age 25, via Census data"
"PCT_GRAD_PROF","14.10000038","Percent of the population from students' zip codes over 25 with a professional degree, via Census data"
"PCT_BORN_US","88.84999847","Percent of the population from students' zip codes that was born in the US, via Census data"
"MEDIAN_HH_INC","71070.84","Median household income"
"POVERTY_RATE","6.730000019","Poverty rate, via Census data"
"UNEMP_RATE","3.230000019","Unemployment rate, via Census data"
"LN_MEDIAN_HH_INC","11.10999966","Log of the median household income"
"FSEND_COUNT",,"Average number of students who sent their FAFSA reports to at least one college"
"FSEND_1",,"Share of students who submitted FAFSAs to only one college"
"FSEND_2",,"Share of students who submitted FAFSAs to two colleges"
"FSEND_3",,"Share of students who submitted FAFSAs to three colleges"
"FSEND_4",,"Share of students who submitted FAFSAs to four colleges"
"FSEND_5",,"Share of students who submitted FAFSAs to at least five colleges"
"COUNT_NWNE_P10","31","Number of students not working and not enrolled 10 years after entry"
"COUNT_WNE_P10","292","Number of students working and not enrolled 10 years after entry"
"MN_EARN_WNE_P10","67900","Mean earnings of students working and not enrolled 10 years after entry"
"MD_EARN_WNE_P10","54200","Median earnings of students working and not enrolled 10 years after entry"
"PCT10_EARN_WNE_P10","11800","10th percentile of earnings of students working and not enrolled 10 years after entry"
"PCT25_EARN_WNE_P10","35800","25th percentile of earnings of students working and not enrolled 10 years after entry"
"PCT75_EARN_WNE_P10","82800","75th percentile of earnings of students working and not enrolled 10 years after entry"
"PCT90_EARN_WNE_P10","105200","90th percentile of earnings of students working and not enrolled 10 years after entry"
"SD_EARN_WNE_P10","58100","Standard deviation of earnings of students working and not enrolled 10 years after entry"
"COUNT_WNE_INC1_P10","36","Number of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000"
"COUNT_WNE_INC2_P10","75","Number of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000"
"COUNT_WNE_INC3_P10","181","Number of students working and not enrolled 10 years after entry in the highest income tercile $75,001+ "
"COUNT_WNE_INDEP0_INC1_P10","21","Number of dependent students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000 "
"COUNT_WNE_INDEP0_P10","PrivacySuppressed","Number of dependent students working and not enrolled 10 years after entry"
"COUNT_WNE_INDEP1_P10","PrivacySuppressed","Number of independent students working and not enrolled 10 years after entry"
"COUNT_WNE_MALE0_P10","142","Number of female students working and not enrolled 10 years after entry"
"COUNT_WNE_MALE1_P10","150","Number of male students working and not enrolled 10 years after entry"
"GT_25K_P10","0.831","Share of students earning over $25,000/year (threshold earnings) 10 years after entry"
"GT_28K_P10","0.818","Share of students earning over $28,000/year (threshold earnings) 10 years after entry"
"MN_EARN_WNE_INC1_P10","PrivacySuppressed","Mean earnings of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000"
"MN_EARN_WNE_INC2_P10","PrivacySuppressed","Mean earnings of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000"
"MN_EARN_WNE_INC3_P10","71000","Mean earnings of students working and not enrolled 10 years after entry in the highest income tercile $75,001+ "
"MN_EARN_WNE_INDEP0_INC1_P10","PrivacySuppressed","Mean earnings of dependent students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000"
"MN_EARN_WNE_INDEP0_P10","PrivacySuppressed","Mean earnings of dependent students working and not enrolled 10 years after entry"
"MN_EARN_WNE_INDEP1_P10","PrivacySuppressed","Mean earnings of independent students working and not enrolled 10 years after entry"
"MN_EARN_WNE_MALE0_P10","57900","Mean earnings of female students working and not enrolled 10 years after entry"
"MN_EARN_WNE_MALE1_P10","77300","Mean earnings of male students working and not enrolled 10 years after entry"
"COUNT_NWNE_P6","25","Number of students not working and not enrolled 6 years after entry"
"COUNT_WNE_P6","255","Number of students working and not enrolled 6 years after entry"
"MN_EARN_WNE_P6","43400","Mean earnings of students working and not enrolled 6 years after entry"
"MD_EARN_WNE_P6","39500","Median earnings of students working and not enrolled 6 years after entry"
"PCT10_EARN_WNE_P6","9100","10th percentile of earnings of students working and not enrolled 6 years after entry"
"PCT25_EARN_WNE_P6","21100","25th percentile of earnings of students working and not enrolled 6 years after entry"
"PCT75_EARN_WNE_P6","58200","75th percentile of earnings of students working and not enrolled 6 years after entry"
"PCT90_EARN_WNE_P6","70500","90th percentile of earnings of students working and not enrolled 6 years after entry"
"SD_EARN_WNE_P6","30200","Standard deviation of earnings of students working and not enrolled 6 years after entry"
"COUNT_WNE_INC1_P6","40","Number of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000"
"COUNT_WNE_INC2_P6","69","Number of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000"
"COUNT_WNE_INC3_P6","146","Number of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ "
"COUNT_WNE_INDEP0_INC1_P6","42","Number of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000"
"COUNT_WNE_INDEP0_P6","PrivacySuppressed","Number of dependent students working and not enrolled 6 years after entry"
"COUNT_WNE_INDEP1_P6","PrivacySuppressed","Number of independent students working and not enrolled 6 years after entry"
"COUNT_WNE_MALE0_P6","121","Number of female students working and not enrolled 6 years after entry"
"COUNT_WNE_MALE1_P6","134","Number of male students working and not enrolled 6 years after entry"
"GT_25K_P6","0.692","Share of students earning over $25,000/year (threshold earnings) 6 years after entry"
"GT_28K_P6","0.651","Share of students earning over $28,000/year (threshold earnings) 6 years after entry"
